TABELA,CIDADE,REGIÃO
São Paulo,TUPÃ,DEMAIS INTERIOR DE SÃO PAULO
São Paulo,HERCULANDIA,DEMAIS INTERIOR DE SÃO PAULO
São Paulo,QUINTANA,DEMAIS INTERIOR DE SÃO PAULO
São Paulo,IACRI,DEMAIS INTERIOR DE SÃO PAULO
São Paulo,BASTOS,DEMAIS INTERIOR DE SÃO PAULO
São Paulo,OSWALDO CRUZ,DEMAIS INTERIOR DE SÃO PAULO
São Paulo,SAGRES,DEMAIS INTERIOR DE SÃO PAULO
São Paulo,SALMOURAO,DEMAIS INTERIOR DE SÃO PAULO
São Paulo,PARAPUA,DEMAIS INTERIOR DE SÃO PAULO
São Paulo,RINOPOLIS,DEMAIS INTERIOR DE SÃO PAULO
São Paulo,INUBIA PAULISTA,DEMAIS INTERIOR DE SÃO PAULO
São Paulo,LUCELIA,DEMAIS INTERIOR DE SÃO PAULO
São Paulo,ADAMANTINA,DEMAIS INTERIOR DE SÃO PAULO
São Paulo,MARIAPOLIS,DEMAIS INTERIOR DE SÃO PAULO
São Paulo,FLORIDA PAULISTA,DEMAIS INTERIOR DE SÃO PAULO
São Paulo,PACAEMBU,DEMAIS INTERIOR DE SÃO PAULO
São Paulo,FLORA RICA,DEMAIS INTERIOR DE SÃO PAULO
São Paulo,IRAPURU,DEMAIS INTERIOR DE SÃO PAULO
São Paulo,JUNQUEIROPOLIS,DEMAIS INTERIOR DE SÃO PAULO
São Paulo,DRACENA,DEMAIS INTERIOR DE SÃO PAULO
São Paulo,OURO VERDE,DEMAIS INTERIOR DE SÃO PAULO
São Paulo,TUPI PAULISTA,DEMAIS INTERIOR DE SÃO PAULO
São Paulo,SANTA MERCEDES,DEMAIS INTERIOR DE SÃO PAULO
São Paulo,NOVA GUATAPORANGA,DEMAIS INTERIOR DE SÃO PAULO
São Paulo,MONTE CASTELO,DEMAIS INTERIOR DE SÃO PAULO
São Paulo,SAO JOAO DO PAU D'ALHO,DEMAIS INTERIOR DE SÃO PAULO
São Paulo,PANORAMA,DEMAIS INTERIOR DE SÃO PAULO
São Paulo,PAULICEIA,DEMAIS INTERIOR DE SÃO PAULO
São Paulo,SOROCABA,SOROCABA - CIDADE E REGIÃO
São Paulo,VOTORANTIM,SOROCABA - REGIÃO 2
São Paulo,MAIRINQUE,SOROCABA - CIDADE E REGIÃO
São Paulo,ALUMINIO,SOROCABA - REGIÃO 2
São Paulo,SÃO ROQUE,SOROCABA - CIDADE E REGIÃO
São Paulo,ARACARIGUAMA,SOROCABA - REGIÃO 2
São Paulo,IBIUNA,SOROCABA - REGIÃO 2
São Paulo,SALTO DE PIRAPORA,SOROCABA - REGIÃO 2
São Paulo,PIEDADE,SOROCABA - REGIÃO 2
São Paulo,TAPIRAI,SOROCABA - REGIÃO 2
São Paulo,PILAR DO SUL,SOROCABA - REGIÃO 2
São Paulo,ARACOIABA DA SERRA,SOROCABA - REGIÃO 2
São Paulo,CAPELA DO ALTO,SOROCABA - REGIÃO 2
São Paulo,ITAPETININGA,SOROCABA - REGIÃO 2
São Paulo,ALAMBARI,SOROCABA - REGIÃO 2
São Paulo,SARAPUI,SOROCABA - REGIÃO 2
São Paulo,SAO MIGUEL ARCANJO,SOROCABA - REGIÃO 2
São Paulo,ANGATUBA,SOROCABA - REGIÃO 2
São Paulo,CAMPINA DO MONTE ALEGRE,SOROCABA - REGIÃO 2
São Paulo,GUAREI,SOROCABA - REGIÃO 2
São Paulo,PORANGABA,SOROCABA - REGIÃO 2
São Paulo,TORRE DE PEDRA,SOROCABA - REGIÃO 2
São Paulo,TATUÍ,SOROCABA - REGIÃO 2
São Paulo,CESARIO LANGE,SOROCABA - REGIÃO 2
São Paulo,BURI,SOROCABA - REGIÃO 2
São Paulo,CAPAO BONITO,SOROCABA - REGIÃO 2
São Paulo,GUAPIARA,SOROCABA - REGIÃO 2
São Paulo,RIBEIRAO GRANDE,SOROCABA - REGIÃO 2
São Paulo,ITAPEVA,SOROCABA - REGIÃO 2
São Paulo,TAQUARIVAI,SOROCABA - REGIÃO 2
São Paulo,RIBEIRAO BRANCO,SOROCABA - REGIÃO 2
São Paulo,NOVA CAMPINA,SOROCABA - REGIÃO 2
São Paulo,ITABERA,SOROCABA - REGIÃO 2
São Paulo,ITARARE,SOROCABA - REGIÃO 2
São Paulo,RIVERSUL,SOROCABA - REGIÃO 2
São Paulo,BOM SUCESSO DE ITARARE,SOROCABA - REGIÃO 2
São Paulo,ITAPORANGA,SOROCABA - REGIÃO 2
São Paulo,BARAO DE ANTONINA,SOROCABA - REGIÃO 2
São Paulo,LARANJAL (LARANJAL PAULISTA),SOROCABA - REGIÃO 2
São Paulo,CERQUILHO,SOROCABA - REGIÃO 2
São Paulo,TIETÊ,SOROCABA - REGIÃO 2
São Paulo,PORTO FELIZ,SOROCABA - REGIÃO 2
São Paulo,BOITUVA,SOROCABA - CIDADE E REGIÃO
São Paulo,IPERO,SOROCABA - REGIÃO 2
São Paulo,CONCHAS,SOROCABA - REGIÃO 2
São Paulo,PEREIRAS,SOROCABA - REGIÃO 2
São Paulo,BOFETE,SOROCABA - REGIÃO 2
São Paulo,BOTUCATU,SOROCABA - REGIÃO 2
São Paulo,ANHEMBI,SOROCABA - REGIÃO 2
São Paulo,PARDINHO,SOROCABA - REGIÃO 2
São Paulo,SAO MANUEL,SOROCABA - REGIÃO 2
São Paulo,AREIOPOLIS,SOROCABA - REGIÃO 2
São Paulo,BOREBI,SOROCABA - REGIÃO 2
São Paulo,LENCOIS PAULISTA (VER CEP POR LOGRADOUROS),DEMAIS INTERIOR DE SÃO PAULO
São Paulo,ITATINGA,SOROCABA - REGIÃO 2
São Paulo,AVARÉ,SOROCABA - REGIÃO 2
São Paulo,ARANDU,SOROCABA - REGIÃO 2
São Paulo,PARANAPANEMA,SOROCABA - REGIÃO 2
São Paulo,ITAI,SOROCABA - REGIÃO 2
São Paulo,TAQUARITUBA,SOROCABA - REGIÃO 2
São Paulo,CORONEL MACEDO,SOROCABA - REGIÃO 2
São Paulo,CERQUEIRA CESAR,SOROCABA - REGIÃO 2
São Paulo,AGUAS DE SANTA BARBARA,SOROCABA - REGIÃO 2
São Paulo,IARAS,SOROCABA - REGIÃO 2
São Paulo,MANDURI,SOROCABA - REGIÃO 2
São Paulo,OLEO,SOROCABA - REGIÃO 2
São Paulo,PIRAJU,SOROCABA - REGIÃO 2
São Paulo,TEJUPA,SOROCABA - REGIÃO 2
São Paulo,SARUTAIA,SOROCABA - REGIÃO 2
São Paulo,TIMBURI,SOROCABA - REGIÃO 2
São Paulo,FARTURA,SOROCABA - REGIÃO 2
São Paulo,TAGUAI,SOROCABA - REGIÃO 2
São Paulo,SANTA CRUZ DO RIO PARDO,SOROCABA - REGIÃO 2
São Paulo,ESPIRITO SANTO DO TURVO,SOROCABA - REGIÃO 2
São Paulo,SAO PEDRO DO TURVO,SOROCABA - REGIÃO 2
São Paulo,IPAUSSU,SOROCABA - REGIÃO 2
São Paulo,BERNARDINO DE CAMPOS,SOROCABA - REGIÃO 2
São Paulo,CHAVANTES,SOROCABA - REGIÃO 2
São Paulo,CANITAR,SOROCABA - REGIÃO 2
São Paulo,PRESIDENTE PRUDENTE,DEMAIS INTERIOR DE SÃO PAULO
São Paulo,ALVARES MACHADO,DEMAIS INTERIOR DE SÃO PAULO
São Paulo,ALFREDO MARCONDES,DEMAIS INTERIOR DE SÃO PAULO
São Paulo,SANTO EXPEDITO,DEMAIS INTERIOR DE SÃO PAULO
São Paulo,PIRAPOZINHO,DEMAIS INTERIOR DE SÃO PAULO
São Paulo,TARABAI,DEMAIS INTERIOR DE SÃO PAULO
São Paulo,NARANDIBA,DEMAIS INTERIOR DE SÃO PAULO
São Paulo,ESTRELA DO NORTE,DEMAIS INTERIOR DE SÃO PAULO
São Paulo,SANDOVALINA,DEMAIS INTERIOR DE SÃO PAULO
São Paulo,MIRANTE DO PARANAPANEMA,DEMAIS INTERIOR DE SÃO PAULO
São Paulo,ROSANA,DEMAIS INTERIOR DE SÃO PAULO
São Paulo,EUCLIDES DA CUNHA PAULISTA,DEMAIS INTERIOR DE SÃO PAULO
São Paulo,TEODORO SAMPAIO,DEMAIS INTERIOR DE SÃO PAULO
São Paulo,PRESIDENTE BERNARDES,DEMAIS INTERIOR DE SÃO PAULO
São Paulo,EMILIANOPOLIS,DEMAIS INTERIOR DE SÃO PAULO
São Paulo,SANTO ANASTACIO,DEMAIS INTERIOR DE SÃO PAULO
São Paulo,PRESIDENTE VENCESLAU,DEMAIS INTERIOR DE SÃO PAULO
São Paulo,PIQUEROBI,DEMAIS INTERIOR DE SÃO PAULO
São Paulo,MARABA PAULISTA,DEMAIS INTERIOR DE SÃO PAULO
São Paulo,CAIUA,DEMAIS INTERIOR DE SÃO PAULO
São Paulo,PRESIDENTE EPITACIO,DEMAIS INTERIOR DE SÃO PAULO
São Paulo,MARTINOPOLIS,DEMAIS INTERIOR DE SÃO PAULO
São Paulo,CAIABU,DEMAIS INTERIOR DE SÃO PAULO
São Paulo,INDIANA,DEMAIS INTERIOR DE SÃO PAULO
São Paulo,REGENTE FEIJO,DEMAIS INTERIOR DE SÃO PAULO
São Paulo,ANHUMAS,DEMAIS INTERIOR DE SÃO PAULO
São Paulo,TACIBA,DEMAIS INTERIOR DE SÃO PAULO
São Paulo,RANCHARIA,DEMAIS INTERIOR DE SÃO PAULO
São Paulo,IEPE,DEMAIS INTERIOR DE SÃO PAULO
São Paulo,JOAO RAMALHO,DEMAIS INTERIOR DE SÃO PAULO
São Paulo,PARAGUAÇU,DEMAIS INTERIOR DE SÃO PAULO
São Paulo,BORA,DEMAIS INTERIOR DE SÃO PAULO
São Paulo,LUTECIA,DEMAIS INTERIOR DE SÃO PAULO
São Paulo,OSCAR BRESSANE,DEMAIS INTERIOR DE SÃO PAULO
São Paulo,QUATA,DEMAIS INTERIOR DE SÃO PAULO
São Paulo,ASSIS,DEMAIS INTERIOR DE SÃO PAULO
São Paulo,TARUMA,DEMAIS INTERIOR DE SÃO PAULO
São Paulo,ECHAPORA,DEMAIS INTERIOR DE SÃO PAULO
São Paulo,MARACAI,DEMAIS INTERIOR DE SÃO PAULO
São Paulo,CRUZALIA,DEMAIS INTERIOR DE SÃO PAULO
São Paulo,PEDRINHAS PAULISTA,DEMAIS INTERIOR DE SÃO PAULO
São Paulo,FLORINEA,DEMAIS INTERIOR DE SÃO PAULO
São Paulo,CANDIDO MOTA,DEMAIS INTERIOR DE SÃO PAULO
São Paulo,OURINHOS,DEMAIS INTERIOR DE SÃO PAULO
São Paulo,SALTO GRANDE,DEMAIS INTERIOR DE SÃO PAULO
São Paulo,RIBEIRAO DO SUL,DEMAIS INTERIOR DE SÃO PAULO
São Paulo,IBIRAREMA,DEMAIS INTERIOR DE SÃO PAULO
São Paulo,CAMPOS NOVOS PAULISTA,DEMAIS INTERIOR DE SÃO PAULO
São Paulo,PALMITAL,DEMAIS INTERIOR DE SÃO PAULO
São Paulo,PLATINA,DEMAIS INTERIOR DE SÃO PAULO
RJ - METROPOLITANA,RIO DE JANEIRO,METROPOLITANA DO RIO DE JANEIRO
RJ - METROPOLITANA,NITERÓI,NITEROI
RJ - METROPOLITANA,SÃO GONÇALO,SÃO GONÇALO
RJ - METROPOLITANA,ITABORAÍ,SÃO GONÇALO
RJ - METROPOLITANA,MARICÁ,SÃO GONÇALO
RJ - METROPOLITANA,ITAGUAÍ,BAIXADA FLUMINENSE
RJ - METROPOLITANA,DUQUE DE CAXIAS,BAIXADA FLUMINENSE
RJ - METROPOLITANA,SÃO JOÃO DE MERITI,BAIXADA FLUMINENSE
RJ - METROPOLITANA,MAGÉ,BAIXADA FLUMINENSE
RJ - METROPOLITANA,NOVA IGUAÇU,BAIXADA FLUMINENSE
RJ - METROPOLITANA,BELFORD ROXO,BAIXADA FLUMINENSE
RJ - METROPOLITANA,QUEIMADOS (VER CEP POR LOGRADOUROS),BAIXADA FLUMINENSE
RJ - METROPOLITANA,JAPERI (VER CEP POR LOGRADOUROS),BAIXADA FLUMINENSE
RJ - METROPOLITANA,NILÓPOLIS,BAIXADA FLUMINENSE
RJ - METROPOLITANA,PARACAMBI,BAIXADA FLUMINENSE
RJ - METROPOLITANA,VOLTA REDONDA (VER CEP POR LOGRADOUROS),BAIXADA FLUMINENSE
RJ - Interior,MANGARATIBA,LITORAL SUL - RJ
RJ - Interior,ANGRA DOS REIS,LITORAL SUL - RJ
RJ - Interior,PARATI,LITORAL SUL - RJ
RJ - Interior,PETROPOLIS (VER CEP POR LOGRADOUROS),REGIAO SERRANA NORTE - RJ
RJ - Interior,SAO JOSE DO VALE DO RIO PRETO,REGIAO SERRANA NORTE - RJ
RJ - Interior,TRES RIOS (VER CEP POR LOGRADOUROS),REGIAO SERRANA NORTE - RJ
RJ - Interior,AREAL,REGIAO SERRANA NORTE - RJ
RJ - Interior,PARAIBA DO SUL,REGIAO SERRANA NORTE - RJ
RJ - Interior,COMENDADOR LEVY GASPARIAN,REGIAO SERRANA NORTE - RJ
RJ - Interior,SAPUCAIA,REGIAO SERRANA NORTE - RJ
RJ - Interior,GUAPIMIRIM,REGIAO SERRANA NORTE - RJ
RJ - Interior,TERESOPOLIS (VER CEP POR LOGRADOUROS),REGIAO SERRANA NORTE - RJ
RJ - Interior,ENGENHEIRO PAULO DE FRONTIN,REGIAO SERRANA SUL - RJ
RJ - Interior,MENDES,REGIAO SERRANA SUL - RJ
RJ - Interior,MIGUEL PEREIRA,REGIAO SERRANA SUL - RJ
RJ - Interior,PATY DO ALFERES,REGIAO SERRANA SUL - RJ
RJ - Interior,BARRA DO PIRAI (VER CEP POR LOGRADOUROS),REGIAO SERRANA SUL - RJ
RJ - Interior,PIRAI,REGIAO SERRANA SUL - RJ
RJ - Interior,BARRA MANSA (VER CEP POR LOGRADOUROS),REGIAO SERRANA SUL - RJ
RJ - Interior,QUATIS (VER CEP POR LOGRADOUROS),REGIAO SERRANA SUL - RJ
RJ - Interior,RIO CLARO,REGIAO SERRANA SUL - RJ
RJ - Interior,RESENDE (VER CEP POR LOGRADOUROS),REGIAO SERRANA SUL - RJ
RJ - Interior,ITATIAIA,REGIAO SERRANA SUL - RJ
RJ - Interior,VALENCA,REGIAO SERRANA SUL - RJ
RJ - Interior,RIO DAS FLORES,REGIAO SERRANA SUL - RJ
RJ - Interior,VASSOURAS,REGIAO SERRANA SUL - RJ
RJ - Interior,MACAE (VER CEP POR LOGRADOUROS),LITORAL NORTE - RJ
RJ - Interior,CAMPOS DOS GOITACAZES (VER CEP POR LOGRADOUROS,REGIAO NORTE - RJ
RJ - Interior,SAO JOAO DA BARRA,REGIAO NORTE - RJ
RJ - Interior,ITALVA,REGIAO NORTE - RJ
RJ - Interior,ITAPERUNA,REGIAO NORTE - RJ
RJ - Interior,LAJE DO MURIAE,REGIAO NORTE - RJ
RJ - Interior,BOM JESUS DO ITABAPOANA,REGIAO NORTE - RJ
RJ - Interior,VARRE-SAI,REGIAO NORTE - RJ
RJ - Interior,NATIVIDADE,REGIAO NORTE - RJ
RJ - Interior,PORCIUNCULA,REGIAO NORTE - RJ
RJ - Interior,SAO FIDELIS,REGIAO NORTE - RJ
RJ - Interior,CAMBUCI,REGIAO NORTE - RJ
RJ - Interior,MIRACEMA,REGIAO NORTE - RJ
RJ - Interior,SANTO ANTONIO DE PADUA,REGIAO NORTE - RJ
RJ - Interior,APERIBE,REGIAO NORTE - RJ
RJ - Interior,CANTAGALO,REGIAO SERRANA NORTE - RJ
RJ - Interior,CORDEIRO,REGIAO SERRANA NORTE - RJ
RJ - Interior,SAO SEBASTIAO DO ALTO,REGIAO NORTE - RJ
RJ - Interior,ITAOCARA,REGIAO NORTE - RJ
RJ - Interior,NOVA FRIBURGO (VER CEP POR LOGRADOUROS),REGIAO SERRANA NORTE - RJ
RJ - Interior,SUMIDOURO,REGIAO SERRANA NORTE - RJ
RJ - Interior,CARMO,REGIAO SERRANA NORTE - RJ
RJ - Interior,DUAS BARRAS,REGIAO SERRANA NORTE - RJ
RJ - Interior,BOM JARDIM,REGIAO SERRANA NORTE - RJ
RJ - Interior,CACHOEIRAS DE MACACU,REGIAO SERRANA NORTE - RJ
RJ - Interior,QUISSAMA,REGIAO NORTE - RJ
RJ - Interior,CONCEICAO DE MACABU,REGIAO NORTE - RJ
RJ - Interior,TRAJANO DE MORAIS,REGIAO SERRANA NORTE - RJ
RJ - Interior,SANTA MARIA MADALENA,REGIAO NORTE - RJ
RJ - Interior,RIO BONITO,LITORAL NORTE - RJ
RJ - Interior,SILVA JARDIM,LITORAL NORTE - RJ
RJ - Interior,CASIMIRO DE ABREU,LITORAL NORTE - RJ
RJ - Interior,RIO DAS OSTRAS,LITORAL NORTE - RJ
RJ - Interior,CABO FRIO (VER CEP POR LOGRADOUROS),LITORAL NORTE - RJ
RJ - Interior,ARRAIAL DO CABO,LITORAL NORTE - RJ
RJ - Interior,SAO PEDRO DA ALDEIA,LITORAL NORTE - RJ
RJ - Interior,ARARUAMA,LITORAL NORTE - RJ
RJ - Interior,SAQUAREMA,LITORAL NORTE - RJ

